epoch,accuracy,loss,val_accuracy,val_loss
48,0.7676206827163696,0.4855230152606964,0.7591972947120667,0.5807386636734009
49,0.7757368683815002,0.48033756017684937,0.7157190442085266,0.6370226144790649
50,0.7804357409477234,0.4741874635219574,0.6688963174819946,0.6945174336433411
51,0.6612558960914612,0.6058538556098938,0.7224080562591553,0.5255030989646912
52,0.7278940677642822,0.5434657335281372,0.7892976403236389,0.4459533095359802
53,0.7445536255836487,0.5337591171264648,0.7090300917625427,0.5351863503456116
54,0.7509611248970032,0.5007839202880859,0.695652186870575,0.5780681371688843
55,0.7714651823043823,0.4872577488422394,0.7157190442085266,0.599553644657135
56,0.7740281820297241,0.47988295555114746,0.6454849243164062,0.9206675887107849
57,0.7090986967086792,0.568905770778656,0.7792642116546631,0.48732781410217285
58,0.7501068115234375,0.5175288915634155,0.7892976403236389,0.5083147287368774
59,0.7851345539093018,0.47171899676322937,0.7157190442085266,0.6869592070579529
60,0.7923964262008667,0.46748876571655273,0.7525083422660828,0.6436734199523926
61,0.7958137392997742,0.4394689202308655,0.7491638660430908,0.6396118998527527
62,0.8082016110420227,0.4338855445384979,0.7759197354316711,0.5414064526557922
63,0.7928235530853271,0.4415791630744934,0.7324414849281311,0.6765783429145813
64,0.8035027980804443,0.4324950873851776,0.8093645572662354,0.4447191059589386
65,0.7949594259262085,0.43906494975090027,0.8060200810432434,0.4496391713619232
66,0.8150362968444824,0.421528160572052,0.7257525324821472,0.7467759847640991
67,0.7680478692054749,0.4732247292995453,0.7692307829856873,0.522240161895752
68,0.7829987406730652,0.4553651809692383,0.7525083422660828,0.5752016305923462
69,0.7953866124153137,0.441048800945282,0.7959865927696228,0.5173511505126953
70,0.7996582388877869,0.44011738896369934,0.7591972947120667,0.6216329336166382
71,0.7787270545959473,0.45528706908226013,0.8093645572662354,0.4502938985824585
72,0.78257155418396,0.4644840657711029,0.8093645572662354,0.449093759059906
73,0.7923964262008667,0.4384368658065796,0.7424749135971069,0.5880976915359497
74,0.8035027980804443,0.408534437417984,0.7023411393165588,0.7383131384849548
75,0.778299868106842,0.4524517059326172,0.8127090334892273,0.4534640610218048
76,0.7338744401931763,0.5672305822372437,0.7525083422660828,0.5172446966171265
77,0.7689021825790405,0.5092759728431702,0.7959865927696228,0.4298645257949829
78,0.7701836824417114,0.4788592457771301,0.782608687877655,0.4500288963317871
79,0.8000854253768921,0.4455534517765045,0.8260869383811951,0.4312666058540344
80,0.8052114248275757,0.43085676431655884,0.8260869383811951,0.41737356781959534
81,0.8209876418113708,0.41686952114105225,0.7959865927696228,0.4422946274280548
82,0.8107646107673645,0.4209948182106018,0.7658863067626953,0.5279092192649841
83,0.8227253556251526,0.3978334963321686,0.7959865927696228,0.49086907505989075
84,0.8248611688613892,0.39810866117477417,0.7591972947120667,0.5818660855293274
85,0.8205894827842712,0.39452406764030457,0.7591972947120667,0.567497968673706
86,0.8346860408782959,0.3674022853374481,0.7993311285972595,0.5040757060050964
87,0.814609169960022,0.40859052538871765,0.8127090334892273,0.37825214862823486
88,0.8214438557624817,0.4062870740890503,0.8093645572662354,0.4298135042190552
89,0.8321230411529541,0.3674289584159851,0.7491638660430908,0.6580075025558472
90,0.8410935401916504,0.37369927763938904,0.8026756048202515,0.49286556243896484
91,0.8030756115913391,0.4261665642261505,0.8361204266548157,0.3759133219718933
92,0.8265698552131653,0.3867802917957306,0.8361204266548157,0.36665666103363037
93,0.8410935401916504,0.35831183195114136,0.785953164100647,0.4676191210746765
94,0.8295600414276123,0.37054547667503357,0.7759197354316711,0.5552152395248413
95,0.8214438557624817,0.40703070163726807,0.7257525324821472,0.6728744506835938
96,0.7945322394371033,0.44402948021888733,0.8093645572662354,0.42284345626831055
97,0.8257154822349548,0.3958525061607361,0.7993311285972595,0.4456463158130646
98,0.8282785415649414,0.37772446870803833,0.8026756048202515,0.4399317502975464
99,0.8475010395050049,0.3501356840133667,0.7892976403236389,0.4696156680583954
